"county","state","party","procent_wykształcenie_wyższe","liczba_gł_republikanie","liczba_gł_demokraci"
Craven,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Poweshiek,Iowa,Democrat,"20 - 25 %",4701876,3401369
Mills,Iowa,Republican,"20 - 25 %",4701876,3401369
Hampton,Virginia,Democrat,"20 - 25 %",4701876,3401369
Coles,Illinois,Democrat,"20 - 25 %",4701876,3401369
Jefferson,Idaho,Republican,"20 - 25 %",4701876,3401369
Saguache,Colorado,Democrat,"20 - 25 %",4701876,3401369
Pender,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Adams,Colorado,Democrat,"20 - 25 %",4701876,3401369
Smith,Texas,Democrat,"20 - 25 %",4701876,3401369
Carson,Texas,Republican,"20 - 25 %",4701876,3401369
Roosevelt,New Mexico,Democrat,"20 - 25 %",4701876,3401369
Plumas,California,Republican,"20 - 25 %",4701876,3401369
Nemaha,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Washington,Virginia,Republican,"20 - 25 %",4701876,3401369
Clallam,Washington,Republican,"20 - 25 %",4701876,3401369
Kent,Texas,Democrat,"20 - 25 %",4701876,3401369
Norton,Virginia,Republican,"20 - 25 %",4701876,3401369
Houston,Georgia,Republican,"20 - 25 %",4701876,3401369
Charlotte,Florida,Democrat,"20 - 25 %",4701876,3401369
Hansford,Texas,Republican,"20 - 25 %",4701876,3401369
Lake,Ohio,Democrat,"20 - 25 %",4701876,3401369
Mendocino,California,Republican,"20 - 25 %",4701876,3401369
Lee,Florida,Republican,"20 - 25 %",4701876,3401369
Adams,Nebraska,Republican,"20 - 25 %",4701876,3401369
Tioga,New York,Democrat,"20 - 25 %",4701876,3401369
Keith,Nebraska,Republican,"20 - 25 %",4701876,3401369
Warren,Illinois,Democrat,"20 - 25 %",4701876,3401369
Autauga,Alabama,Republican,"20 - 25 %",4701876,3401369
Washington,Iowa,Democrat,"20 - 25 %",4701876,3401369
Garden,Nebraska,Republican,"20 - 25 %",4701876,3401369
McCracken,Kentucky,Republican,"20 - 25 %",4701876,3401369
Keweenaw,Michigan,Democrat,"20 - 25 %",4701876,3401369
Morgan,Illinois,Republican,"20 - 25 %",4701876,3401369
Liberty,Montana,Republican,"20 - 25 %",4701876,3401369
Volusia,Florida,Democrat,"20 - 25 %",4701876,3401369
Madison,Iowa,Republican,"20 - 25 %",4701876,3401369
Sullivan,New York,Democrat,"20 - 25 %",4701876,3401369
Shelby,Kentucky,Republican,"20 - 25 %",4701876,3401369
Grant,Oregon,Republican,"20 - 25 %",4701876,3401369
Burnet,Texas,Democrat,"20 - 25 %",4701876,3401369
JoDaviess,Illinois,Democrat,"20 - 25 %",4701876,3401369
Madison,Illinois,Democrat,"20 - 25 %",4701876,3401369
Bonner,Idaho,Democrat,"20 - 25 %",4701876,3401369
Jefferson,Louisiana,Democrat,"20 - 25 %",4701876,3401369
Douglas,Georgia,Republican,"20 - 25 %",4701876,3401369
Aiken,South Carolina,Republican,"20 - 25 %",4701876,3401369
Warren,Illinois,Republican,"20 - 25 %",4701876,3401369
McCook,South Dakota,Republican,"20 - 25 %",4701876,3401369
Ellis,Texas,Republican,"20 - 25 %",4701876,3401369
Salem,New Jersey,Republican,"20 - 25 %",4701876,3401369
Macon,Illinois,Democrat,"20 - 25 %",4701876,3401369
Lorain,Ohio,Republican,"20 - 25 %",4701876,3401369
Brule,South Dakota,Republican,"20 - 25 %",4701876,3401369
Siskiyou,California,Republican,"20 - 25 %",4701876,3401369
Madison,Virginia,Republican,"20 - 25 %",4701876,3401369
Cherry,Nebraska,Republican,"20 - 25 %",4701876,3401369
Grundy,Illinois,Republican,"20 - 25 %",4701876,3401369
Sanpete,Utah,Republican,"20 - 25 %",4701876,3401369
Boyle,Kentucky,Republican,"20 - 25 %",4701876,3401369
Lincoln,New Mexico,Democrat,"20 - 25 %",4701876,3401369
Pickens,Georgia,Republican,"20 - 25 %",4701876,3401369
Lincoln,Washington,Democrat,"20 - 25 %",4701876,3401369
Sullivan,Tennessee,Democrat,"20 - 25 %",4701876,3401369
Custer,Nebraska,Republican,"20 - 25 %",4701876,3401369
Tioga,New York,Republican,"20 - 25 %",4701876,3401369
Lucas,Ohio,Democrat,"20 - 25 %",4701876,3401369
Mendocino,California,Democrat,"20 - 25 %",4701876,3401369
Madison,Illinois,Republican,"20 - 25 %",4701876,3401369
Antrim,Michigan,Republican,"20 - 25 %",4701876,3401369
Greenwood,South Carolina,Republican,"20 - 25 %",4701876,3401369
Sumner,Tennessee,Republican,"20 - 25 %",4701876,3401369
Douglas,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Greene,Virginia,Republican,"20 - 25 %",4701876,3401369
Lemhi,Idaho,Democrat,"20 - 25 %",4701876,3401369
Northumberland,Virginia,Democrat,"20 - 25 %",4701876,3401369
Andrew,Missouri,Republican,"20 - 25 %",4701876,3401369
Platte,Wyoming,Democrat,"20 - 25 %",4701876,3401369
Greenwood,South Carolina,Democrat,"20 - 25 %",4701876,3401369
Marathon,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Mahaska,Iowa,Democrat,"20 - 25 %",4701876,3401369
Tooele,Utah,Democrat,"20 - 25 %",4701876,3401369
Adams,Illinois,Democrat,"20 - 25 %",4701876,3401369
Eureka,Nevada,Democrat,"20 - 25 %",4701876,3401369
Carteret,North Carolina,Republican,"20 - 25 %",4701876,3401369
Hill,Montana,Democrat,"20 - 25 %",4701876,3401369
Hill,Montana,Republican,"20 - 25 %",4701876,3401369
Henry,Iowa,Democrat,"20 - 25 %",4701876,3401369
Dorchester,South Carolina,Republican,"20 - 25 %",4701876,3401369
Erie,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Ouachita,Louisiana,Democrat,"20 - 25 %",4701876,3401369
York,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Grant,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Bay,Florida,Democrat,"20 - 25 %",4701876,3401369
Haakon,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Lee,Florida,Democrat,"20 - 25 %",4701876,3401369
Golden Valley,Montana,Republican,"20 - 25 %",4701876,3401369
Natrona,Wyoming,Democrat,"20 - 25 %",4701876,3401369
Baylor,Texas,Republican,"20 - 25 %",4701876,3401369
Thomas,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Niagara,New York,Republican,"20 - 25 %",4701876,3401369
Rosebud,Montana,Republican,"20 - 25 %",4701876,3401369
Jefferson,New York,Democrat,"20 - 25 %",4701876,3401369
Inyo,California,Democrat,"20 - 25 %",4701876,3401369
Monterey,California,Democrat,"20 - 25 %",4701876,3401369
Warren,Mississippi,Democrat,"20 - 25 %",4701876,3401369
Pasco,Florida,Republican,"20 - 25 %",4701876,3401369
Pope,Arkansas,Republican,"20 - 25 %",4701876,3401369
Plumas,California,Democrat,"20 - 25 %",4701876,3401369
Lauderdale,Alabama,Democrat,"20 - 25 %",4701876,3401369
Muscogee,Georgia,Republican,"20 - 25 %",4701876,3401369
Catawba,North Carolina,Republican,"20 - 25 %",4701876,3401369
Sierra,New Mexico,Democrat,"20 - 25 %",4701876,3401369
Clark,Nevada,Democrat,"20 - 25 %",4701876,3401369
Clinton,Illinois,Republican,"20 - 25 %",4701876,3401369
Richmond,Georgia,Republican,"20 - 25 %",4701876,3401369
Gage,Nebraska,Republican,"20 - 25 %",4701876,3401369
Adams,Idaho,Democrat,"20 - 25 %",4701876,3401369
Atchison,Missouri,Republican,"20 - 25 %",4701876,3401369
Bryan,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Logan,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Beaver,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Hartley,Texas,Democrat,"20 - 25 %",4701876,3401369
Buchanan,Missouri,Republican,"20 - 25 %",4701876,3401369
Stonewall,Texas,Republican,"20 - 25 %",4701876,3401369
Walworth,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Deuel,Nebraska,Republican,"20 - 25 %",4701876,3401369
Shelby,Kentucky,Democrat,"20 - 25 %",4701876,3401369
Vigo,Indiana,Democrat,"20 - 25 %",4701876,3401369
Kenosha,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Iowa,Iowa,Republican,"20 - 25 %",4701876,3401369
Garden,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Keith,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Presidio,Texas,Democrat,"20 - 25 %",4701876,3401369
Lincoln,Wyoming,Democrat,"20 - 25 %",4701876,3401369
Guadalupe,Texas,Republican,"20 - 25 %",4701876,3401369
Calaveras,California,Democrat,"20 - 25 %",4701876,3401369
Marion,Oregon,Republican,"20 - 25 %",4701876,3401369
Jasper,Missouri,Democrat,"20 - 25 %",4701876,3401369
Tripp,South Dakota,Republican,"20 - 25 %",4701876,3401369
Iowa,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Callaway,Missouri,Democrat,"20 - 25 %",4701876,3401369
Pasco,Florida,Democrat,"20 - 25 %",4701876,3401369
Cecil,Maryland,Democrat,"20 - 25 %",4701876,3401369
Macomb,Michigan,Republican,"20 - 25 %",4701876,3401369
Botetourt,Virginia,Republican,"20 - 25 %",4701876,3401369
Pike,Alabama,Democrat,"20 - 25 %",4701876,3401369
Carson City,Nevada,Democrat,"20 - 25 %",4701876,3401369
Jackson,Oklahoma,Democrat,"20 - 25 %",4701876,3401369
Bell,Texas,Republican,"20 - 25 %",4701876,3401369
Mills,Iowa,Democrat,"20 - 25 %",4701876,3401369
Curry,Oregon,Democrat,"20 - 25 %",4701876,3401369
Jackson,Oregon,Democrat,"20 - 25 %",4701876,3401369
Harding,New Mexico,Republican,"20 - 25 %",4701876,3401369
Newport News,Virginia,Democrat,"20 - 25 %",4701876,3401369
Floyd,Indiana,Democrat,"20 - 25 %",4701876,3401369
Mecosta,Michigan,Democrat,"20 - 25 %",4701876,3401369
Morgan,Georgia,Republican,"20 - 25 %",4701876,3401369
Jackson,Oregon,Republican,"20 - 25 %",4701876,3401369
Beaver,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Plymouth,Iowa,Republican,"20 - 25 %",4701876,3401369
Union,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Erath,Texas,Democrat,"20 - 25 %",4701876,3401369
Monroe,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Baylor,Texas,Democrat,"20 - 25 %",4701876,3401369
Sherman,Texas,Republican,"20 - 25 %",4701876,3401369
Cass,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Yates,New York,Democrat,"20 - 25 %",4701876,3401369
Nassau,Florida,Republican,"20 - 25 %",4701876,3401369
Harrison,Mississippi,Democrat,"20 - 25 %",4701876,3401369
Eureka,Nevada,Republican,"20 - 25 %",4701876,3401369
Morgan,Georgia,Democrat,"20 - 25 %",4701876,3401369
Green,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Rowan,Kentucky,Republican,"20 - 25 %",4701876,3401369
Weakley,Tennessee,Democrat,"20 - 25 %",4701876,3401369
Boone,Iowa,Republican,"20 - 25 %",4701876,3401369
Greene,Georgia,Democrat,"20 - 25 %",4701876,3401369
Wichita,Texas,Republican,"20 - 25 %",4701876,3401369
Noble,Oklahoma,Democrat,"20 - 25 %",4701876,3401369
Chautauqua,New York,Republican,"20 - 25 %",4701876,3401369
Haywood,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Greene,New York,Republican,"20 - 25 %",4701876,3401369
Bell,Texas,Democrat,"20 - 25 %",4701876,3401369
Treasure,Montana,Democrat,"20 - 25 %",4701876,3401369
Vanderburgh,Indiana,Democrat,"20 - 25 %",4701876,3401369
Archer,Texas,Democrat,"20 - 25 %",4701876,3401369
Philadelphia,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Genesee,New York,Republican,"20 - 25 %",4701876,3401369
Menard,Illinois,Democrat,"20 - 25 %",4701876,3401369
Indiana,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Lucas,Ohio,Republican,"20 - 25 %",4701876,3401369
Newport News,Virginia,Republican,"20 - 25 %",4701876,3401369
Union,Ohio,Republican,"25 - 30 %",6166879,6009570
Marion,Indiana,Republican,"25 - 30 %",6166879,6009570
Mathews,Virginia,Democrat,"25 - 30 %",6166879,6009570
Galveston,Texas,Democrat,"25 - 30 %",6166879,6009570
Fairfield,Ohio,Republican,"25 - 30 %",6166879,6009570
Hutchinson,South Dakota,Democrat,"25 - 30 %",6166879,6009570
Lubbock,Texas,Democrat,"25 - 30 %",6166879,6009570
Washington,Utah,Democrat,"25 - 30 %",6166879,6009570
Winnebago,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Pontotoc,Oklahoma,Republican,"25 - 30 %",6166879,6009570
Walworth,Wisconsin,Democrat,"25 - 30 %",6166879,6009570
Frederick,Virginia,Republican,"25 - 30 %",6166879,6009570
Rutherford,Tennessee,Republican,"25 - 30 %",6166879,6009570
Lawrence,South Dakota,Republican,"25 - 30 %",6166879,6009570
St. Joseph,Indiana,Republican,"25 - 30 %",6166879,6009570
Canadian,Oklahoma,Democrat,"25 - 30 %",6166879,6009570
Spokane,Washington,Republican,"25 - 30 %",6166879,6009570
Humboldt,California,Republican,"25 - 30 %",6166879,6009570
Wilson,Tennessee,Democrat,"25 - 30 %",6166879,6009570
Yellowstone,Montana,Republican,"25 - 30 %",6166879,6009570
Mono,California,Democrat,"25 - 30 %",6166879,6009570
Portage,Wisconsin,Democrat,"25 - 30 %",6166879,6009570
Lumpkin,Georgia,Republican,"25 - 30 %",6166879,6009570
Bayfield,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Calumet,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Stanley,South Dakota,Republican,"25 - 30 %",6166879,6009570
Door,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Mono,California,Republican,"25 - 30 %",6166879,6009570
Custer,Idaho,Republican,"25 - 30 %",6166879,6009570
Park,Wyoming,Democrat,"25 - 30 %",6166879,6009570
Washington,Oklahoma,Republican,"25 - 30 %",6166879,6009570
Peoria,Illinois,Democrat,"25 - 30 %",6166879,6009570
St. Louis City,Missouri,Democrat,"25 - 30 %",6166879,6009570
Powhatan,Virginia,Republican,"25 - 30 %",6166879,6009570
Pima,Arizona,Democrat,"25 - 30 %",6166879,6009570
Santa Rosa,Florida,Republican,"25 - 30 %",6166879,6009570
Brown,Wisconsin,Democrat,"25 - 30 %",6166879,6009570
Weld,Colorado,Democrat,"25 - 30 %",6166879,6009570
Kitsap,Washington,Democrat,"25 - 30 %",6166879,6009570
Porter,Indiana,Republican,"25 - 30 %",6166879,6009570
Hancock,Indiana,Democrat,"25 - 30 %",6166879,6009570
Dubuque,Iowa,Republican,"25 - 30 %",6166879,6009570
Winneshiek,Iowa,Republican,"25 - 30 %",6166879,6009570
Montour,Pennsylvania,Republican,"25 - 30 %",6166879,6009570
Monroe,Illinois,Republican,"25 - 30 %",6166879,6009570
Washington,Tennessee,Republican,"25 - 30 %",6166879,6009570
Portage,Ohio,Democrat,"25 - 30 %",6166879,6009570
Douglas,Nevada,Democrat,"25 - 30 %",6166879,6009570
Kerr,Texas,Democrat,"25 - 30 %",6166879,6009570
Harris,Georgia,Republican,"25 - 30 %",6166879,6009570
Chattahoochee,Georgia,Democrat,"25 - 30 %",6166879,6009570
York,South Carolina,Democrat,"25 - 30 %",6166879,6009570
Monroe,Florida,Republican,"25 - 30 %",6166879,6009570
Somervell,Texas,Republican,"25 - 30 %",6166879,6009570
Medina,Ohio,Republican,"25 - 30 %",6166879,6009570
Ocean,New Jersey,Democrat,"25 - 30 %",6166879,6009570
Manassas Park,Virginia,Republican,"25 - 30 %",6166879,6009570
Bonneville,Idaho,Democrat,"25 - 30 %",6166879,6009570
Polk,Oregon,Republican,"25 - 30 %",6166879,6009570
Hillsborough,Florida,Republican,"25 - 30 %",6166879,6009570
St. Mary's,Maryland,Democrat,"25 - 30 %",6166879,6009570
Kerr,Texas,Republican,"25 - 30 %",6166879,6009570
Clark,Washington,Republican,"25 - 30 %",6166879,6009570
Broward,Florida,Republican,"25 - 30 %",6166879,6009570
Black Hawk,Iowa,Republican,"25 - 30 %",6166879,6009570
Camden,New Jersey,Democrat,"25 - 30 %",6166879,6009570
Milwaukee,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Montezuma,Colorado,Democrat,"25 - 30 %",6166879,6009570
Minnehaha,South Dakota,Democrat,"25 - 30 %",6166879,6009570
Nelson,Virginia,Republican,"25 - 30 %",6166879,6009570
Chesapeake,Virginia,Democrat,"25 - 30 %",6166879,6009570
Galveston,Texas,Republican,"25 - 30 %",6166879,6009570
Suffolk,Virginia,Republican,"25 - 30 %",6166879,6009570
Kenton,Kentucky,Democrat,"25 - 30 %",6166879,6009570
Milwaukee,Wisconsin,Democrat,"25 - 30 %",6166879,6009570
Sandoval,New Mexico,Republican,"25 - 30 %",6166879,6009570
Scott,Kentucky,Democrat,"25 - 30 %",6166879,6009570
Christian,Missouri,Republican,"25 - 30 %",6166879,6009570
Flathead,Montana,Democrat,"25 - 30 %",6166879,6009570
Gilpin,Colorado,Democrat,"25 - 30 %",6166879,6009570
Manatee,Florida,Republican,"25 - 30 %",6166879,6009570
Elbert,Colorado,Democrat,"25 - 30 %",6166879,6009570
Polk,Oregon,Democrat,"25 - 30 %",6166879,6009570
Lexington,South Carolina,Republican,"25 - 30 %",6166879,6009570
Llano,Texas,Republican,"25 - 30 %",6166879,6009570
Coweta,Georgia,Republican,"25 - 30 %",6166879,6009570
Camden,New Jersey,Republican,"25 - 30 %",6166879,6009570
Marion,Iowa,Democrat,"25 - 30 %",6166879,6009570
Jefferson,West Virginia,Republican,"25 - 30 %",6166879,6009570
Broome,New York,Republican,"25 - 30 %",6166879,6009570
Lehigh,Pennsylvania,Republican,"25 - 30 %",6166879,6009570
Broome,New York,Democrat,"25 - 30 %",6166879,6009570
Woods,Oklahoma,Republican,"25 - 30 %",6166879,6009570
Fluvanna,Virginia,Democrat,"25 - 30 %",6166879,6009570
Tarrant,Texas,Democrat,"25 - 30 %",6166879,6009570
Houghton,Michigan,Republican,"25 - 30 %",6166879,6009570
Kanawha,West Virginia,Republican,"25 - 30 %",6166879,6009570
Douglas,Nevada,Republican,"25 - 30 %",6166879,6009570
Bossier,Louisiana,Democrat,"25 - 30 %",6166879,6009570
Gloucester,New Jersey,Republican,"25 - 30 %",6166879,6009570
Wayne,Utah,Democrat,"25 - 30 %",6166879,6009570
Dickinson,Iowa,Republican,"25 - 30 %",6166879,6009570
Washington,Oklahoma,Democrat,"25 - 30 %",6166879,6009570
Door,Wisconsin,Democrat,"25 - 30 %",6166879,6009570
Warren,New York,Democrat,"25 - 30 %",6166879,6009570
Marion,Indiana,Democrat,"25 - 30 %",6166879,6009570
Sioux,Nebraska,Democrat,"25 - 30 %",6166879,6009570
Shelby,Tennessee,Democrat,"25 - 30 %",6166879,6009570
Transylvania,North Carolina,Republican,"25 - 30 %",6166879,6009570
Monroe,Illinois,Democrat,"25 - 30 %",6166879,6009570
Taos,New Mexico,Republican,"25 - 30 %",6166879,6009570
Faulkner,Arkansas,Republican,"25 - 30 %",6166879,6009570
Woodford,Illinois,Democrat,"25 - 30 %",6166879,6009570
Sheridan,Wyoming,Democrat,"25 - 30 %",6166879,6009570
Oklahoma,Oklahoma,Democrat,"25 - 30 %",6166879,6009570
Washington,Arkansas,Democrat,"25 - 30 %",6166879,6009570
Flathead,Montana,Republican,"25 - 30 %",6166879,6009570
Stanley,South Dakota,Democrat,"25 - 30 %",6166879,6009570
Parker,Texas,Democrat,"25 - 30 %",6166879,6009570
Lawrence,South Dakota,Democrat,"25 - 30 %",6166879,6009570
Kanawha,West Virginia,Democrat,"25 - 30 %",6166879,6009570
Grand,Utah,Republican,"25 - 30 %",6166879,6009570
Black Hawk,Iowa,Democrat,"25 - 30 %",6166879,6009570
Sacramento,California,Democrat,"25 - 30 %",6166879,6009570
Duval,Florida,Republican,"25 - 30 %",6166879,6009570
DeKalb,Illinois,Democrat,"25 - 30 %",6166879,6009570
Bartholomew,Indiana,Republican,"25 - 30 %",6166879,6009570
Frederick,Virginia,Democrat,"25 - 30 %",6166879,6009570
Garfield,Colorado,Democrat,"25 - 30 %",6166879,6009570
Rockdale,Georgia,Republican,"25 - 30 %",6166879,6009570
Blanco,Texas,Republican,"25 - 30 %",6166879,6009570
Spotsylvania,Virginia,Republican,"25 - 30 %",6166879,6009570
Clinton,Michigan,Republican,"25 - 30 %",6166879,6009570
Gloucester,New Jersey,Democrat,"25 - 30 %",6166879,6009570
Piatt,Illinois,Democrat,"25 - 30 %",6166879,6009570
Lubbock,Texas,Republican,"25 - 30 %",6166879,6009570
Humboldt,California,Democrat,"25 - 30 %",6166879,6009570
Staunton,Virginia,Democrat,"25 - 30 %",6166879,6009570
Tulsa,Oklahoma,Republican,"25 - 30 %",6166879,6009570
Clark,Washington,Democrat,"25 - 30 %",6166879,6009570
McPherson,Nebraska,Republican,"25 - 30 %",6166879,6009570
Washington,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Cabell,West Virginia,Republican,"25 - 30 %",6166879,6009570
Coweta,Georgia,Democrat,"25 - 30 %",6166879,6009570
Ulster,New York,Republican,"25 - 30 %",6166879,6009570
Maui,Hawaii,Democrat,"25 - 30 %",6166879,6009570
Blanco,Texas,Democrat,"25 - 30 %",6166879,6009570
Madison,Kentucky,Republican,"25 - 30 %",6166879,6009570
Lackawanna,Pennsylvania,Republican,"25 - 30 %",6166879,6009570
Houghton,Michigan,Democrat,"25 - 30 %",6166879,6009570
Powhatan,Virginia,Democrat,"25 - 30 %",6166879,6009570
Hancock,Ohio,Republican,"25 - 30 %",6166879,6009570
Benton,Washington,Democrat,"25 - 30 %",6166879,6009570
Cape Girardeau,Missouri,Republican,"25 - 30 %",6166879,6009570
Adair,Missouri,Republican,"25 - 30 %",6166879,6009570
Sumter,Florida,Democrat,"25 - 30 %",6166879,6009570
Cheyenne,Nebraska,Republican,"25 - 30 %",6166879,6009570
Custer,Idaho,Democrat,"25 - 30 %",6166879,6009570
Isabella,Michigan,Democrat,"25 - 30 %",6166879,6009570
Dauphin,Pennsylvania,Democrat,"25 - 30 %",6166879,6009570
Pima,Arizona,Republican,"25 - 30 %",6166879,6009570
Johnson,Indiana,Republican,"25 - 30 %",6166879,6009570
Sandoval,New Mexico,Democrat,"25 - 30 %",6166879,6009570
Chattahoochee,Georgia,Republican,"25 - 30 %",6166879,6009570
Bexar,Texas,Democrat,"25 - 30 %",6166879,6009570
Johnson,Missouri,Democrat,"25 - 30 %",6166879,6009570
Phelps,Missouri,Republican,"25 - 30 %",6166879,6009570
Llano,Texas,Democrat,"25 - 30 %",6166879,6009570
Carbon,Montana,Republican,"25 - 30 %",6166879,6009570
Piatt,Illinois,Republican,"25 - 30 %",6166879,6009570
Washington,Pennsylvania,Republican,"25 - 30 %",6166879,6009570
Nelson,Virginia,Democrat,"25 - 30 %",6166879,6009570
Bonneville,Idaho,Republican,"25 - 30 %",6166879,6009570
Allen,Indiana,Democrat,"25 - 30 %",6166879,6009570
Yankton,South Dakota,Democrat,"25 - 30 %",6166879,6009570
Bartholomew,Indiana,Democrat,"25 - 30 %",6166879,6009570
Washington,Pennsylvania,Democrat,"25 - 30 %",6166879,6009570
Granite,Montana,Democrat,"25 - 30 %",6166879,6009570
Phelps,Missouri,Democrat,"25 - 30 %",6166879,6009570
Ohio,West Virginia,Republican,"25 - 30 %",6166879,6009570
Somervell,Texas,Democrat,"25 - 30 %",6166879,6009570
Schenectady,New York,Republican,"25 - 30 %",6166879,6009570
Pitt,North Carolina,Republican,"25 - 30 %",6166879,6009570
Pennington,South Dakota,Republican,"25 - 30 %",6166879,6009570
Pinellas,Florida,Democrat,"25 - 30 %",6166879,6009570
Gillespie,Texas,Republican,"25 - 30 %",6166879,6009570
Sioux,Nebraska,Republican,"25 - 30 %",6166879,6009570
Loudon,Tennessee,Democrat,"25 - 30 %",6166879,6009570
McPherson,Nebraska,Democrat,"25 - 30 %",6166879,6009570
Warren,Kentucky,Republican,"25 - 30 %",6166879,6009570
Butler,Ohio,Democrat,"25 - 30 %",6166879,6009570
Custer,Oklahoma,Republican,"25 - 30 %",6166879,6009570
Lumpkin,Georgia,Democrat,"25 - 30 %",6166879,6009570
Canadian,Oklahoma,Republican,"25 - 30 %",6166879,6009570
Kane,Utah,Republican,"25 - 30 %",6166879,6009570
Tuscaloosa,Alabama,Democrat,"25 - 30 %",6166879,6009570
Glynn,Georgia,Republican,"25 - 30 %",6166879,6009570
Warrick,Indiana,Democrat,"25 - 30 %",6166879,6009570
Kearney,Nebraska,Democrat,"25 - 30 %",6166879,6009570
Kitsap,Washington,Republican,"25 - 30 %",6166879,6009570
Henderson,North Carolina,Democrat,"25 - 30 %",6166879,6009570
Warrick,Indiana,Republican,"25 - 30 %",6166879,6009570
Adair,Missouri,Democrat,"25 - 30 %",6166879,6009570
Bulloch,Georgia,Republican,"25 - 30 %",6166879,6009570
Westmoreland,Pennsylvania,Democrat,"25 - 30 %",6166879,6009570
Cape May,New Jersey,Democrat,"25 - 30 %",6166879,6009570
Rabun,Georgia,Democrat,"25 - 30 %",6166879,6009570
Charlevoix,Michigan,Democrat,"25 - 30 %",6166879,6009570
Brunswick,North Carolina,Democrat,"25 - 30 %",6166879,6009570
Judith Basin,Montana,Republican,"25 - 30 %",6166879,6009570
Prince George's,Maryland,Democrat,"25 - 30 %",6166879,6009570
Dallas,Texas,Democrat,"25 - 30 %",6166879,6009570
Franklin,Kentucky,Republican,"25 - 30 %",6166879,6009570
Laramie,Wyoming,Democrat,"25 - 30 %",6166879,6009570
Orange,New York,Republican,"25 - 30 %",6166879,6009570
St. Clair,Illinois,Democrat,"25 - 30 %",6166879,6009570
Winneshiek,Iowa,Democrat,"25 - 30 %",6166879,6009570
Jessamine,Kentucky,Democrat,"25 - 30 %",6166879,6009570
Portage,Wisconsin,Republican,"25 - 30 %",6166879,6009570
Indian River,Florida,Democrat,"25 - 30 %",6166879,6009570
Westmoreland,Pennsylvania,Republican,"25 - 30 %",6166879,6009570
St. Joseph,Indiana,Democrat,"25 - 30 %",6166879,6009570
Isle of Wight,Virginia,Democrat,"25 - 30 %",6166879,6009570
Brevard,Florida,Democrat,"25 - 30 %",6166879,6009570
Rankin,Mississippi,Republican,"25 - 30 %",6166879,6009570
Lafayette,Louisiana,Republican,"25 - 30 %",6166879,6009570
Calloway,Kentucky,Democrat,"25 - 30 %",6166879,6009570
Manassas,Virginia,Democrat,"25 - 30 %",6166879,6009570
Hawaii,Hawaii,Democrat,"25 - 30 %",6166879,6009570
Middlesex,Virginia,Republican,"25 - 30 %",6166879,6009570
Passaic,New Jersey,Republican,"25 - 30 %",6166879,6009570
Clinton,Michigan,Democrat,"25 - 30 %",6166879,6009570
Pontotoc,Oklahoma,Democrat,"25 - 30 %",6166879,6009570
Minnehaha,South Dakota,Republican,"25 - 30 %",6166879,6009570
Clermont,Ohio,Democrat,"25 - 30 %",6166879,6009570
Columbia,New York,Republican,"25 - 30 %",6166879,6009570
Worcester,Maryland,Republican,"25 - 30 %",6166879,6009570
Polk,North Carolina,Democrat,"25 - 30 %",6166879,6009570
Isabella,Michigan,Republican,"25 - 30 %",6166879,6009570
Kent,Maryland,Republican,"25 - 30 %",6166879,6009570
Columbia,New York,Democrat,"25 - 30 %",6166879,6009570
Warren,New Jersey,Republican,"25 - 30 %",6166879,6009570
Kent,Maryland,Democrat,"25 - 30 %",6166879,6009570
Iron,Utah,Republican,"25 - 30 %",6166879,6009570
Yellowstone,Montana,Democrat,"25 - 30 %",6166879,6009570
Union,Ohio,Democrat,"25 - 30 %",6166879,6009570
Loudon,Tennessee,Republican,"25 - 30 %",6166879,6009570
